filepath,actor,emotion,emotion_id
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-02-01-02-06.wav,6,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-02-02-01-06.wav,6,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-06-02-02-02-06.wav,6,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-01-01-01-06.wav,6,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-01-01-02-06.wav,6,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-01-02-01-06.wav,6,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-01-02-02-06.wav,6,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-02-01-01-06.wav,6,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-02-01-02-06.wav,6,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-02-02-01-06.wav,6,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-07-02-02-02-06.wav,6,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-01-01-01-06.wav,6,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-01-01-02-06.wav,6,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-01-02-01-06.wav,6,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-01-02-02-06.wav,6,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-02-01-01-06.wav,6,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-02-01-02-06.wav,6,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-02-02-01-06.wav,6,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_06\03-01-08-02-02-02-06.wav,6,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-01-01-01-01-07.wav,7,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-01-01-01-02-07.wav,7,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-01-01-02-01-07.wav,7,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-01-01-02-02-07.wav,7,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-01-01-01-07.wav,7,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-01-01-02-07.wav,7,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-01-02-01-07.wav,7,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-01-02-02-07.wav,7,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-02-01-01-07.wav,7,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-02-01-02-07.wav,7,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-02-02-01-07.wav,7,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-02-02-02-02-07.wav,7,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-01-01-01-07.wav,7,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-01-01-02-07.wav,7,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-01-02-01-07.wav,7,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-01-02-02-07.wav,7,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-02-01-01-07.wav,7,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-02-01-02-07.wav,7,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-02-02-01-07.wav,7,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-03-02-02-02-07.wav,7,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-01-01-01-07.wav,7,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-01-01-02-07.wav,7,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-01-02-01-07.wav,7,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-01-02-02-07.wav,7,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-01-01-07.wav,7,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-01-02-07.wav,7,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-02-01-07.wav,7,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-04-02-02-02-07.wav,7,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-01-01-07.wav,7,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-01-02-07.wav,7,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-02-01-07.wav,7,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-01-02-02-07.wav,7,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-01-01-07.wav,7,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-01-02-07.wav,7,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-02-01-07.wav,7,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-05-02-02-02-07.wav,7,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-01-01-01-07.wav,7,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-01-01-02-07.wav,7,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-01-02-01-07.wav,7,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-01-02-02-07.wav,7,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-02-01-01-07.wav,7,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-02-01-02-07.wav,7,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-02-02-01-07.wav,7,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-06-02-02-02-07.wav,7,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-01-01-01-07.wav,7,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-01-01-02-07.wav,7,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-01-02-01-07.wav,7,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-01-02-02-07.wav,7,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-02-01-01-07.wav,7,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-02-01-02-07.wav,7,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-02-02-01-07.wav,7,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-07-02-02-02-07.wav,7,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-01-01-01-07.wav,7,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-01-01-02-07.wav,7,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-01-02-01-07.wav,7,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-01-02-02-07.wav,7,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-02-01-01-07.wav,7,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-02-01-02-07.wav,7,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-02-02-01-07.wav,7,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_07\03-01-08-02-02-02-07.wav,7,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-01-01-01-01-08.wav,8,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-01-01-01-02-08.wav,8,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-01-01-02-01-08.wav,8,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-01-01-02-02-08.wav,8,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-01-01-01-08.wav,8,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-01-01-02-08.wav,8,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-01-02-01-08.wav,8,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-01-02-02-08.wav,8,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-02-01-01-08.wav,8,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-02-01-02-08.wav,8,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-02-02-01-08.wav,8,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-02-02-02-02-08.wav,8,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-01-01-01-08.wav,8,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-01-01-02-08.wav,8,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-01-02-01-08.wav,8,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-01-02-02-08.wav,8,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-02-01-01-08.wav,8,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-02-01-02-08.wav,8,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-02-02-01-08.wav,8,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-03-02-02-02-08.wav,8,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-01-01-01-08.wav,8,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-01-01-02-08.wav,8,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-01-02-01-08.wav,8,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-01-02-02-08.wav,8,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-02-01-01-08.wav,8,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-02-01-02-08.wav,8,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-02-02-01-08.wav,8,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-04-02-02-02-08.wav,8,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-01-01-01-08.wav,8,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-01-01-02-08.wav,8,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-01-02-01-08.wav,8,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-01-02-02-08.wav,8,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-02-01-01-08.wav,8,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-02-01-02-08.wav,8,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-02-02-01-08.wav,8,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-05-02-02-02-08.wav,8,angry,4
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-01-01-01-08.wav,8,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-01-01-02-08.wav,8,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-01-02-01-08.wav,8,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-01-02-02-08.wav,8,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-02-01-01-08.wav,8,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-02-01-02-08.wav,8,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-02-02-01-08.wav,8,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-06-02-02-02-08.wav,8,fearful,5
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-01-01-01-08.wav,8,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-01-01-02-08.wav,8,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-01-02-01-08.wav,8,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-01-02-02-08.wav,8,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-02-01-01-08.wav,8,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-02-01-02-08.wav,8,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-02-02-01-08.wav,8,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-07-02-02-02-08.wav,8,disgust,6
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-01-01-01-08.wav,8,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-01-01-02-08.wav,8,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-01-02-01-08.wav,8,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-01-02-02-08.wav,8,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-02-01-01-08.wav,8,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-02-01-02-08.wav,8,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-02-02-01-08.wav,8,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_08\03-01-08-02-02-02-08.wav,8,surprised,7
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-01-01-01-01-09.wav,9,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-01-01-01-02-09.wav,9,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-01-01-02-01-09.wav,9,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-01-01-02-02-09.wav,9,neutral,0
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-01-01-01-09.wav,9,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-01-01-02-09.wav,9,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-01-02-01-09.wav,9,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-01-02-02-09.wav,9,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-02-01-01-09.wav,9,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-02-01-02-09.wav,9,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-02-02-01-09.wav,9,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-02-02-02-02-09.wav,9,calm,1
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-01-01-01-09.wav,9,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-01-01-02-09.wav,9,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-01-02-01-09.wav,9,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-01-02-02-09.wav,9,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-02-01-01-09.wav,9,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-02-01-02-09.wav,9,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-02-02-01-09.wav,9,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-03-02-02-02-09.wav,9,happy,2
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-04-01-01-01-09.wav,9,sad,3
C:\Users\MAHESH\OneDrive\Documents\ML\projects\Emotion_recognition\Audio_Speech_Actors_01-24_16k\Actor_09\03-01-04-01-01-02-09.wav,9,sad,3
